contract_id,effective_start_date,effective_end_date,version_id,contract_name,mg_beginning_balance,pp_beginning_balance,mg_original_paid,licensor_name,created_timestamp,created_by,updated_timestamp,updated_by
92,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Kemono Heroes (Stadia),0,0,15000,Mad Gear Games,2023-03-20T21:19:14.000Z,Yosuke Akutsu,2023-03-20T21:19:14.000Z,Yosuke Akutsu
93,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,2,Kemono Heroes (NSW),5188.35,0,15000,Mad Gear Games,2023-03-20T21:19:48.000Z,Nisa Retool,2023-06-03T17:45:54.000Z,Nisa Retool
101,2022-07-01T00:00:00.000Z,2022-12-31T00:00:00.000Z,2,Neo Atlas 1469,591.6,0,25000,ARTDINK CORPORATION,2023-03-30T23:16:16.000Z,Nisa Retool,2023-06-03T18:59:31.000Z,Nisa Retool
106,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Blade Dancer,44580,0,0,SCEI,2023-03-30T23:31:04.000Z,Nisa Retool,2023-03-30T23:31:04.000Z,Nisa Retool
107,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,My Lord 1 US,76628,0,0,SCEI,2023-03-30T23:31:25.000Z,Nisa Retool,2023-03-30T23:32:33.000Z,Nisa Retool
108,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,My Lord 2 US,109134,0,0,SCEI,2023-03-30T23:31:45.000Z,Nisa Retool,2023-03-30T23:32:41.000Z,Nisa Retool
126,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,My Lord 2 US - DLC,0,0,0,SCEI,2023-05-25T18:01:17.000Z,Nisa Retool,2023-05-25T18:01:17.000Z,Nisa Retool
133,2023-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Raiden 3&4,180000.07,0,180000,"MOSS Co., Ltd",2023-06-01T23:46:17.000Z,Nisa Retool,2023-06-05T18:10:51.000Z,Nisa Retool
89,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Odin Sphere,0,0,0,"SEGA of America, Inc.",2023-03-17T18:27:45.000Z,Nisa Retool,2023-06-03T00:46:11.000Z,Nisa Retool
78,2022-07-01T00:00:00.000Z,2020-09-30T00:00:00.000Z,2,Etrian Mystery Dungeon,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:45.000Z,Nisa Retool,2023-06-03T19:00:25.000Z,Nisa Retool
79,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Etrian Odyssey 4,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:45.000Z,Nisa Retool,2023-06-03T00:46:48.000Z,Nisa Retool
80,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Etrian Odyssey Untold,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:46.000Z,Nisa Retool,2023-06-03T00:46:55.000Z,Nisa Retool
81,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Etrian Odyssey 2 Untold,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:46.000Z,Nisa Retool,2023-06-03T00:47:07.000Z,Nisa Retool
82,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Legend of Legacy,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:46.000Z,Nisa Retool,2023-06-03T00:47:14.000Z,Nisa Retool
83,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Persona 4 Dancing All Night,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:46.000Z,Nisa Retool,2023-06-03T00:47:22.000Z,Nisa Retool
84,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Persona 4 Golden,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:47.000Z,Nisa Retool,2023-06-03T00:47:29.000Z,Nisa Retool
85,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Persona Q,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:47.000Z,Nisa Retool,2023-06-03T00:47:36.000Z,Nisa Retool
86,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Soul Hackers,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:47.000Z,Nisa Retool,2023-06-03T00:47:42.000Z,Nisa Retool
87,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Devil Survivor 2 Record Breaker,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:48.000Z,Nisa Retool,2023-06-03T00:47:50.000Z,Nisa Retool
88,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Stella Glow,0,0,0,ATLUS U.S.A. INC.,2023-03-17T18:27:48.000Z,Nisa Retool,2023-06-03T00:47:57.000Z,Nisa Retool
98,2020-07-01T00:00:00.000Z,2021-03-31T00:00:00.000Z,1,Dungeon Travelers 2,0,0,0,ATLUS U.S.A. INC.,2025-07-11T14:51:49.000Z,Retool Admin,2025-07-11T14:52:50.000Z,Retool Admin
98,2021-04-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Dungeon Travelers 2,0,0,0,ATLUS U.S.A. INC.,2025-07-11T14:52:51.000Z,Retool Admin,2025-07-11T14:52:51.000Z,Retool Admin
98,2022-07-01T00:00:00.000Z,2021-03-31T00:00:00.000Z,1,Dungeon Travelers 2,0,0,0,ATLUS U.S.A. INC.,2025-07-11T14:49:42.000Z,Retool Admin,2025-07-11T14:51:49.000Z,Retool Admin
98,2022-07-01T00:00:00.000Z,2021-03-31T00:00:00.000Z,5,Dungeon Travelers 2,0,0,0,ATLUS U.S.A. INC.,2023-03-30T21:29:59.000Z,Retool Admin,2025-07-11T14:49:41.000Z,Retool Admin
98,2050-04-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Dungeon Travelers 2,0,0,0,ATLUS U.S.A. INC.,2025-07-10T20:13:06.000Z,Retool Admin,2025-07-10T20:13:06.000Z,Retool Admin
110,2022-07-01T00:00:00.000Z,2021-03-31T00:00:00.000Z,2,Lost Dimension,8905.86,0,0,ATLUS U.S.A. INC.,2023-03-30T23:34:45.000Z,Nisa Retool,2023-06-03T19:01:18.000Z,Nisa Retool
111,2022-07-01T00:00:00.000Z,2021-06-30T00:00:00.000Z,2,Tears to Tiara 2,21063.31,0,0,ATLUS U.S.A. INC.,2023-03-30T23:35:09.000Z,Nisa Retool,2023-06-03T19:01:42.000Z,Nisa Retool
161,2025-06-13T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,YTE,0,0,0,YTE,2025-06-13T15:55:18.000Z,Akihiro Mizuno,2025-06-13T15:55:18.000Z,Akihiro Mizuno
160,2025-06-13T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,TBS,0,0,0,TBS (Tokyo Broadcasting),2025-06-13T15:53:57.000Z,Akihiro Mizuno,2025-06-13T15:53:57.000Z,Akihiro Mizuno
