game_title_id,effective_start_date,effective_end_date,version_id,game_title,release_date,contract_name,created_timestamp,created_by,updated_timestamp,updated_by
274,2022-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Fallen Legion (Porting):Fallen Legion 2 STEAM,2022-08-23T00:00:00.000Z,Fallen Legion PS5/XB1,2023-05-25T22:23:44.000Z,Nisa Retool,2023-05-25T22:23:44.000Z,Nisa Retool
278,2022-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Fallen Legion (Porting):Fallen Legion 1 EPIC,2022-08-23T00:00:00.000Z,Fallen Legion PS5/XB1,2023-05-26T22:19:10.000Z,Nisa Retool,2023-05-26T22:19:10.000Z,Nisa Retool
279,2022-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Fallen Legion (Porting):Fallen Legion 1 STEAM,2022-08-23T00:00:00.000Z,Fallen Legion PS5/XB1,2023-05-26T22:19:25.000Z,Nisa Retool,2023-05-26T22:19:25.000Z,Nisa Retool
280,2022-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Fallen Legion (Porting):Fallen Legion 1 PS5,2022-08-23T00:00:00.000Z,Fallen Legion PS5/XB1,2023-05-26T22:19:43.000Z,Nisa Retool,2023-05-26T22:19:43.000Z,Nisa Retool
290,2022-12-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Fallen Legion (Porting):Fallen Legion 1 XB1,2022-08-23T00:00:00.000Z,Fallen Legion PS5/XB1,2023-05-31T21:37:36.000Z,Nisa Retool,2023-05-31T21:37:36.000Z,Nisa Retool
250,2022-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Neptunia:Neptunia DLC for US,2011-03-04T00:00:00.000Z,Neptunia US,2023-05-17T16:05:12.000Z,Nisa Retool,2023-05-17T16:05:12.000Z,Nisa Retool
251,2022-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Neptunia:Neptunia2 PS3,2012-02-24T00:00:00.000Z,Neptunia MK2 US,2023-05-17T16:05:35.000Z,Nisa Retool,2023-05-17T16:05:35.000Z,Nisa Retool
252,2022-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Trinity Universe-DLC US,2009-10-01T00:00:00.000Z,Trinity Universe US,2023-05-17T16:08:17.000Z,Nisa Retool,2023-05-17T16:08:17.000Z,Nisa Retool
321,2023-06-30T00:00:00.000Z,2050-12-30T00:00:00.000Z,2,Trinity Universe-DLC-EU,2023-06-30T00:00:00.000Z,Trinity Universe EU,2023-08-10T20:59:10.000Z,Retool Admin,2025-07-09T21:19:49.000Z,Retool Admin
321,2050-12-31T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Trinity Universe-DLC-EU,2023-06-30T00:00:00.000Z,Trinity Universe EU,2025-07-09T21:19:49.000Z,Retool Admin,2025-07-09T21:19:49.000Z,Retool Admin
265,2022-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,My Lord!?:My Lord!? 2 PSP,2010-05-04T00:00:00.000Z,My Lord 2 US - DLC,2023-05-25T19:39:29.000Z,Nisa Retool,2023-05-25T19:39:29.000Z,Nisa Retool
266,2022-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Kamiwaza:Kamiwaza NSW,2022-10-11T00:00:00.000Z,Kamiwaza,2023-05-25T21:39:39.000Z,Nisa Retool,2023-05-25T21:39:39.000Z,Nisa Retool
267,2022-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Kamiwaza:Kamiwaza PS4,2022-10-11T00:00:00.000Z,Kamiwaza,2023-05-25T21:39:58.000Z,Nisa Retool,2023-05-25T21:39:58.000Z,Nisa Retool
281,2022-11-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Kamiwaza:Kamiwaza STEAM,2022-10-11T00:00:00.000Z,Kamiwaza,2023-05-31T16:46:42.000Z,Nisa Retool,2023-05-31T16:46:42.000Z,Nisa Retool
270,2022-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2020:Trails of Cold Steel 3:TOCS 3 Merchandise,2019-10-02T00:00:00.000Z,Trails of Cold Steel 3 - Goods,2023-05-25T22:21:13.000Z,Nisa Retool,2023-05-25T22:21:13.000Z,Nisa Retool
272,2022-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2023:Trails from Zero,2022-09-27T00:00:00.000Z,Trails from Zero - Goods,2023-05-25T22:22:13.000Z,Nisa Retool,2023-05-25T22:41:12.000Z,Nisa Retool
277,2022-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Ys VIII Lacrimosa of Dana 2023:Ys VIII Lacrimosa of Dana PS5,2022-11-15T00:00:00.000Z,Ys 8 PS5,2023-05-26T22:17:53.000Z,Nisa Retool,2023-05-26T22:17:53.000Z,Nisa Retool
288,2022-11-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Danganronpa Reload,2017-03-14T00:00:00.000Z,Danganronpa Reload,2023-05-31T17:14:51.000Z,Nisa Retool,2023-05-31T17:14:51.000Z,Nisa Retool
289,2022-12-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Trails into Reverie (Hajimari),2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari),2023-05-31T21:36:55.000Z,Nisa Retool,2023-05-31T21:36:55.000Z,Nisa Retool
316,2023-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Trails into Reverie (Hajimari):Trails into Reverie NSW,2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari),2023-07-09T00:05:44.000Z,Nisa Retool,2023-07-09T00:05:44.000Z,Nisa Retool
317,2023-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Trails into Reverie (Hajimari):Trails into Reverie PS4,2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari),2023-07-09T00:06:01.000Z,Nisa Retool,2023-07-09T00:06:01.000Z,Nisa Retool
327,2023-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Trails into Reverie (Hajimari):Trails into Reverie EPIC,2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari),2023-09-18T23:47:12.000Z,Nisa Retool,2023-09-18T23:47:12.000Z,Nisa Retool
328,2023-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Trails into Reverie (Hajimari):Trails into Reverie STEAM,2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari),2023-09-18T23:47:26.000Z,Nisa Retool,2023-09-18T23:47:26.000Z,Nisa Retool
291,2023-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Raiden 4:Raiden 4 PS4,2023-01-31T00:00:00.000Z,Raiden 3&4,2023-06-01T23:47:16.000Z,Nisa Retool,2023-06-01T23:47:16.000Z,Nisa Retool
292,2023-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Raiden 4:Raiden 4 PS5,2023-01-31T00:00:00.000Z,Raiden 3&4,2023-06-01T23:47:31.000Z,Nisa Retool,2023-06-01T23:47:31.000Z,Nisa Retool
293,2023-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Raiden 4:Raiden 4 XB1,2023-01-31T00:00:00.000Z,Raiden 3&4,2023-06-01T23:47:46.000Z,Nisa Retool,2023-06-01T23:47:46.000Z,Nisa Retool
297,2023-02-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Raiden 4:Raiden 4 STEAM,2023-01-31T00:00:00.000Z,Raiden 3&4,2023-06-02T00:41:20.000Z,Nisa Retool,2023-06-02T00:41:20.000Z,Nisa Retool
307,2023-05-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Raiden 3:Raiden 3 NSW,2023-06-30T00:00:00.000Z,Raiden 3&4,2023-06-30T21:06:18.000Z,Nisa Retool,2023-06-30T21:06:18.000Z,Nisa Retool
308,2023-05-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Raiden 3:Raiden 3 PS4,2023-06-30T00:00:00.000Z,Raiden 3&4,2023-06-30T21:06:33.000Z,Nisa Retool,2023-06-30T21:06:33.000Z,Nisa Retool
309,2023-05-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Raiden 3:Raiden 3 PS5,2023-06-30T00:00:00.000Z,Raiden 3&4,2023-06-30T21:06:44.000Z,Nisa Retool,2023-06-30T21:06:44.000Z,Nisa Retool
310,2023-05-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Raiden 3:Raiden 3 XB1,2023-06-30T00:00:00.000Z,Raiden 3&4,2023-06-30T21:06:54.000Z,Nisa Retool,2023-06-30T21:06:54.000Z,Nisa Retool
329,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024 : Raiden 3 : Raiden 3 PS4,2023-06-06T00:00:00.000Z,Raiden 3&4,2023-10-11T18:15:49.000Z,Nisa Retool,2023-10-11T18:15:49.000Z,Nisa Retool
343,2023-11-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Raiden 3:Raiden 3 STEAM,2023-09-07T00:00:00.000Z,Raiden 3&4,2023-12-12T17:31:42.000Z,Nisa Retool,2023-12-12T17:31:42.000Z,Nisa Retool
105,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2021:R-Type Final 2:R-Type Final 2 EPIC,2021-04-30T00:00:00.000Z,R-Type 3 PS5,2023-11-28T20:47:27.000Z,Nisa Retool,2023-11-28T20:50:24.000Z,Nisa Retool
106,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2021:R-Type Final 2:R-Type Final 2 NSW,2021-04-30T00:00:00.000Z,R-Type 3 PS5,2023-12-02T03:05:38.000Z,Yuta Okazaki,2023-12-02T03:08:15.000Z,Yuta Okazaki
107,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2021:R-Type Final 2:R-Type Final 2 STEAM,2021-04-30T00:00:00.000Z,R-Type 3 PS5,2023-12-04T22:26:11.000Z,Nisa Retool,2023-12-04T22:28:02.000Z,Nisa Retool
108,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2021:R-Type Final 2:R-Type Final 2 MST Game Pass,2021-04-30T00:00:00.000Z,R-Type 3 PS5,2023-12-04T22:28:26.000Z,Nisa Retool,2023-12-04T22:28:42.000Z,Nisa Retool
109,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2021:R-Type Final 2:R-Type Final 2 PS4,2021-04-30T00:00:00.000Z,R-Type 3 PS5,2023-12-04T22:29:08.000Z,Nisa Retool,2023-12-04T22:29:24.000Z,Nisa Retool
110,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2021:R-Type Final 2:R-Type Final 2 XB1,2021-04-30T00:00:00.000Z,R-Type 3 PS5,2023-12-04T22:29:36.000Z,Nisa Retool,2023-12-04T22:29:49.000Z,Nisa Retool
294,2023-02-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:R-Type Final 3:R-Type Final 3 PS5,2023-04-25T00:00:00.000Z,R-Type 3 PS5,2023-06-02T00:40:00.000Z,Nisa Retool,2023-06-02T00:40:00.000Z,Nisa Retool
239,2022-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Black Rock Shooter-PSN,2013-04-23T00:00:00.000Z,Black Rock Shooter-US,2023-05-11T17:41:40.000Z,Nisa Retool,2023-06-03T04:09:41.000Z,Nisa Retool
240,2022-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Fairy Fencer F PS3,2014-09-16T00:00:00.000Z,Fairy Fencer F US,2023-05-11T17:42:08.000Z,Nisa Retool,2023-06-03T04:13:18.000Z,Nisa Retool
300,2023-04-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Ys IX Monstrum Nox:Ys IX Monstrum Nox PS5,2023-05-09T00:00:00.000Z,Ys 9 PS5,2023-06-05T18:19:13.000Z,Nisa Retool,2023-06-05T18:19:13.000Z,Nisa Retool
302,2023-04-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,3,03-2023:Trails through Daybreak (PC):Trails through Daybreak STEAM,2023-03-01T00:00:00.000Z,Trails through Daybreak,2023-06-28T15:59:15.000Z,Nisa Retool,2023-10-12T18:29:03.000Z,Nisa Retool
356,2024-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Trails through Daybreak:Trails through Daybreak NSW,2024-07-02T00:00:00.000Z,Trails through Daybreak,2024-07-10T17:28:07.000Z,Izumi Ebitsuka,2024-07-10T17:28:07.000Z,Izumi Ebitsuka
357,2024-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Trails through Daybreak:Trails through Daybreak PS4,2024-07-02T00:00:00.000Z,Trails through Daybreak,2024-07-10T17:28:23.000Z,Izumi Ebitsuka,2024-07-10T17:28:23.000Z,Izumi Ebitsuka
358,2024-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Trails through Daybreak:Trails through Daybreak PS5,2024-07-02T00:00:00.000Z,Trails through Daybreak,2024-07-10T17:28:38.000Z,Izumi Ebitsuka,2024-07-10T17:28:38.000Z,Izumi Ebitsuka
365,2024-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,2,03-2024:Trails through Daybreak:Trails through Daybreak EPIC,2024-07-05T00:00:00.000Z,Trails through Daybreak,2024-09-09T16:38:40.000Z,Izumi Ebitsuka,2025-04-10T23:17:37.000Z,Izumi Ebitsuka
303,2022-12-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Trails into Reverie (Hajimari),2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari) - Goods,2023-06-30T16:16:44.000Z,Nisa Retool,2023-06-30T16:16:44.000Z,Nisa Retool
319,2023-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Goods,2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari) - Goods,2023-07-11T01:05:18.000Z,Nisa Retool,2023-07-11T01:05:18.000Z,Nisa Retool
304,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Goods,2022-07-01T00:00:00.000Z,Trails to Azure - Goods,2023-06-30T16:24:33.000Z,Nisa Retool,2023-06-30T16:24:33.000Z,Nisa Retool
305,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Goods,2022-07-01T00:00:00.000Z,Ys 8 - Goods,2023-06-30T16:32:59.000Z,Nisa Retool,2023-06-30T16:32:59.000Z,Nisa Retool
306,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Goods,2022-07-01T00:00:00.000Z,Ys Anniversary,2023-06-30T16:39:30.000Z,Nisa Retool,2023-06-30T16:39:30.000Z,Nisa Retool
311,2023-05-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2023:Caligula Effect 1:Caligula Effect 1 PS5,2023-06-30T00:00:00.000Z,Caligula Effect 1&2 PS5,2023-06-30T21:08:55.000Z,Nisa Retool,2023-06-30T21:08:55.000Z,Nisa Retool
331,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024 : Caligula Effect 2 : Caligula Effect 2 PS5,2023-10-17T00:00:00.000Z,Caligula Effect 1&2 PS5,2023-10-11T18:19:33.000Z,Nisa Retool,2023-10-11T18:19:33.000Z,Nisa Retool
344,2023-11-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Caligula Effect 2:Caligula Effect 2 PS5,2023-10-17T00:00:00.000Z,Caligula Effect 1&2 PS5,2023-12-12T17:32:38.000Z,Nisa Retool,2023-12-12T17:32:38.000Z,Nisa Retool
322,2023-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Monochrome Mobius:Monochrome Mobius PS4,2023-09-05T00:00:00.000Z,Monochrome Mobius,2023-09-18T23:45:12.000Z,Nisa Retool,2023-09-18T23:45:12.000Z,Nisa Retool
323,2023-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Monochrome Mobius,2023-09-05T00:00:00.000Z,Monochrome Mobius,2023-09-18T23:45:34.000Z,Nisa Retool,2023-09-18T23:45:34.000Z,Nisa Retool
324,2023-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Monochrome Mobius:Monochrome Mobius PS5,2023-09-05T00:00:00.000Z,Monochrome Mobius,2023-09-18T23:45:51.000Z,Nisa Retool,2023-09-18T23:45:51.000Z,Nisa Retool
332,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024 : CRYMACHINA : CRYMACHINA PS4,2023-10-24T00:00:00.000Z,CRYMACHINA,2023-10-11T18:23:24.000Z,Nisa Retool,2023-10-11T18:23:24.000Z,Nisa Retool
333,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024 : CRYMACHINA : CRYMACHINA PS5,2023-10-24T00:00:00.000Z,CRYMACHINA,2023-10-11T18:23:38.000Z,Nisa Retool,2023-10-11T18:23:38.000Z,Nisa Retool
339,2023-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:CRYMACHINA:CRYMACHINA NSW,2023-10-24T00:00:00.000Z,CRYMACHINA,2023-11-08T22:08:20.000Z,Nisa Retool,2023-11-08T22:08:20.000Z,Nisa Retool
340,2023-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:CRYMACHINA:CRYMACHINA PS4,2023-10-24T00:00:00.000Z,CRYMACHINA,2023-11-08T22:08:48.000Z,Nisa Retool,2023-11-08T22:08:48.000Z,Nisa Retool
341,2023-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:CRYMACHINA:CRYMACHINA PS5,2023-10-24T00:00:00.000Z,CRYMACHINA,2023-11-08T22:09:01.000Z,Nisa Retool,2023-11-08T22:09:01.000Z,Nisa Retool
345,2023-11-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:CRYMACHINA:CRYMACHINA STEAM,2023-10-24T00:00:00.000Z,CRYMACHINA,2023-12-12T17:33:11.000Z,Nisa Retool,2023-12-12T17:33:11.000Z,Nisa Retool
336,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024 : R-Type Tactics I ? II : R-Type Tactics I ? II XB1,2024-06-01T00:00:00.000Z,R-Type Tactics I & II,2023-10-11T18:28:53.000Z,Nisa Retool,2023-10-11T18:28:53.000Z,Nisa Retool
337,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024 : R-Type Tactics I ? II : R-Type Tactics I ? II XB1,2024-06-01T00:00:00.000Z,R-Type Tactics I & II,2023-10-11T18:29:30.000Z,Nisa Retool,2023-10-11T18:29:30.000Z,Nisa Retool
338,2023-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024 : R-Type Tactics I ? II : R-Type Tactics I ? II XB1,2024-06-01T00:00:00.000Z,R-Type Tactics I & II,2023-10-11T18:30:01.000Z,Nisa Retool,2023-10-11T18:30:01.000Z,Nisa Retool
347,2024-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Trails of Cold Steel 3+4:Trails of Cold Steel 3+4 PS5,2024-02-16T00:00:00.000Z,Trails of Cold Steel 3&4,2024-02-06T20:41:21.000Z,Nisa Retool,2024-02-06T20:41:21.000Z,Nisa Retool
352,2024-03-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2024:Trails of Cold Steel 3 PS5,2024-02-16T00:00:00.000Z,Trails of Cold Steel 3&4,2024-04-06T01:25:28.000Z,Izumi Ebitsuka,2024-04-06T01:29:23.000Z,Izumi Ebitsuka
353,2024-03-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Trails of Cold Steel 4 PS5,2024-02-16T00:00:00.000Z,Trails of Cold Steel 3&4,2024-04-06T01:28:51.000Z,Izumi Ebitsuka,2024-04-06T01:28:51.000Z,Izumi Ebitsuka
348,2024-02-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Legend of Legacy HD:Legend of Legacy HD NSW,2024-03-22T00:00:00.000Z,Legend of Legacy HD,2024-03-05T20:08:31.000Z,Izumi Ebitsuka,2024-03-05T20:08:31.000Z,Izumi Ebitsuka
349,2024-02-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Legend of Legacy HD:Legend of Legacy HD PS4,2024-03-22T00:00:00.000Z,Legend of Legacy HD,2024-03-05T20:08:50.000Z,Izumi Ebitsuka,2024-03-05T20:08:50.000Z,Izumi Ebitsuka
350,2024-02-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Legend of Legacy HD:Legend of Legacy HD PS5,2024-03-22T00:00:00.000Z,Legend of Legacy HD,2024-03-05T20:09:04.000Z,Izumi Ebitsuka,2024-03-05T20:09:04.000Z,Izumi Ebitsuka
354,2024-04-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Legend of Legacy HD:Legend of Legacy HD STEAM,2024-03-22T00:00:00.000Z,Legend of Legacy HD,2024-05-06T17:59:14.000Z,Izumi Ebitsuka,2024-05-06T17:59:14.000Z,Izumi Ebitsuka
318,2023-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2023:Trails into Reverie (Hajimari):Trails into Reverie PS5,2023-07-07T00:00:00.000Z,Trails into Reverie (Hajimari) PS5,2023-07-09T00:06:15.000Z,Izumi Ebitsuka,2024-05-03T18:07:09.000Z,Izumi Ebitsuka
355,2024-04-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2024:Trails through Daybreak,2024-07-05T00:00:00.000Z,Trails through Daybreak - Goods,2024-05-06T18:01:27.000Z,Izumi Ebitsuka,2024-05-06T18:01:27.000Z,Izumi Ebitsuka
360,2024-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Goods,2024-07-02T00:00:00.000Z,Trails through Daybreak - Goods,2024-07-10T18:43:58.000Z,Izumi Ebitsuka,2024-07-10T19:41:28.000Z,Izumi Ebitsuka
111,2022-07-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,03-2019:killer7:killer7 STEAM,2018-11-15T00:00:00.000Z,Killer7 2024,2023-03-17T20:37:40.000Z,Izumi Ebitsuka,2024-06-18T16:55:21.000Z,Izumi Ebitsuka
359,2024-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,2,Goods,2024-10-25T00:00:00.000Z,Ys 10 - Goods,2024-07-10T18:43:33.000Z,Izumi Ebitsuka,2024-07-10T19:41:43.000Z,Izumi Ebitsuka
361,2024-06-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,1,Goods,2025-02-14T00:00:00.000Z,Trails through Daybreak 2 - Goods,2024-07-10T18:49:03.000Z,Izumi Ebitsuka,2024-07-10T19:41:58.000Z,Izumi Ebitsuka
362,2024-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:REYNATIS:REYNATIS NSW,2024-09-27T00:00:00.000Z,REYNATIS,2024-09-09T16:37:28.000Z,Izumi Ebitsuka,2024-09-09T16:37:28.000Z,Izumi Ebitsuka
363,2024-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:REYNATIS:REYNATIS PS4,2024-09-27T00:00:00.000Z,REYNATIS,2024-09-09T16:37:50.000Z,Izumi Ebitsuka,2024-09-09T16:37:50.000Z,Izumi Ebitsuka
364,2024-08-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:REYNATIS:REYNATIS PS5,2024-09-27T00:00:00.000Z,REYNATIS,2024-09-09T16:38:03.000Z,Izumi Ebitsuka,2024-09-09T16:38:03.000Z,Izumi Ebitsuka
370,2024-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:REYNATIS:REYNATIS STEAM,2024-09-27T00:00:00.000Z,REYNATIS,2024-11-07T18:09:22.000Z,Izumi Ebitsuka,2024-11-07T18:09:22.000Z,Izumi Ebitsuka
366,2024-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:RPG MAKER WITH:RPG MAKER WITH NSW,2024-10-11T00:00:00.000Z,RPG Maker WITH,2024-10-09T15:53:05.000Z,Izumi Ebitsuka,2024-10-09T15:53:05.000Z,Izumi Ebitsuka
374,2025-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:RPG MAKER WITH:RPG MAKER WITH PS4,2025-02-21T00:00:00.000Z,RPG Maker WITH,2025-02-06T21:24:46.000Z,Izumi Ebitsuka,2025-02-06T21:24:46.000Z,Izumi Ebitsuka
375,2025-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:RPG MAKER WITH:RPG MAKER WITH PS5,2025-02-21T00:00:00.000Z,RPG Maker WITH,2025-02-06T21:25:04.000Z,Izumi Ebitsuka,2025-02-06T21:25:04.000Z,Izumi Ebitsuka
367,2024-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Ys 10:Ys 10 NSW,2024-10-25T00:00:00.000Z,Ys 10,2024-10-09T15:53:29.000Z,Izumi Ebitsuka,2024-10-09T15:53:29.000Z,Izumi Ebitsuka
368,2024-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Ys 10:Ys 10 PS4,2024-10-25T00:00:00.000Z,Ys 10,2024-10-09T15:53:45.000Z,Izumi Ebitsuka,2024-10-09T15:53:45.000Z,Izumi Ebitsuka
369,2024-09-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Ys 10:Ys 10 PS5,2024-10-25T00:00:00.000Z,Ys 10,2024-10-09T15:54:04.000Z,Izumi Ebitsuka,2024-10-09T15:54:04.000Z,Izumi Ebitsuka
372,2024-11-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Ys 10:Ys 10 EPIC,2024-10-25T00:00:00.000Z,Ys 10,2024-12-05T23:46:13.000Z,Izumi Ebitsuka,2024-12-05T23:46:13.000Z,Izumi Ebitsuka
373,2024-11-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Ys 10:Ys 10 STEAM,2024-10-25T00:00:00.000Z,Ys 10,2024-12-05T23:46:31.000Z,Izumi Ebitsuka,2024-12-05T23:46:31.000Z,Izumi Ebitsuka
371,2024-10-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,Goods,2024-10-01T00:00:00.000Z,REYNATIS Goods,2024-11-07T22:10:22.000Z,Izumi Ebitsuka,2024-11-07T22:10:22.000Z,Izumi Ebitsuka
376,2025-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Trails through Daybreak 2:Trails through Daybreak 2 NSW,2025-02-14T00:00:00.000Z,Trails through Daybreak 2,2025-02-06T21:26:24.000Z,Izumi Ebitsuka,2025-02-06T21:26:24.000Z,Izumi Ebitsuka
377,2025-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Trails through Daybreak 2:Trails through Daybreak 2 PS4,2025-02-14T00:00:00.000Z,Trails through Daybreak 2,2025-02-06T21:26:41.000Z,Izumi Ebitsuka,2025-02-06T21:26:41.000Z,Izumi Ebitsuka
378,2025-01-01T00:00:00.000Z,2099-12-31T00:00:00.000Z,0,03-2025:Trails through Daybreak 2:Trails through Daybreak 2 PS5,2025-02-14T00:00:00.000Z,Trails through Daybreak 2,2025-02-06T21:27:00.000Z,Izumi Ebitsuka,2025-02-06T21:27:00.000Z,Izumi Ebitsuka
